Title	FRED Chemgauss4 score
C62780094	P96346646	-8.143925
C44137234	P110141035	-8.140898
C85353246	P133560523	-8.138990
C86136121	P134894996	-8.138780
C84211952	P131773227	-8.135492
C19519414	P150995912	-8.131596
C85134048	P133209822	-8.126616
C88142891	P137854538	-8.121538
C86829149	P135918289	-8.119989
C36993915	P54988732	-8.119787
C03640326	P46473025	-8.118473
C85249013	P133397388	-8.110852
C36853506	P90345133	-8.105213
C38038841	P57193979	-8.101216
C70277932	P108339420	-8.100407
C63154913	P96986964	-8.097823
C83811975	P131111335	-8.087935
C14241055	P21824158	-8.085034
C85542475	P133883331	-8.083604
C85253958	P133399080	-8.083292
C39095921	P59227803	-8.083106
C85227045	P133358857	-8.082144
C69942987	P107812252	-8.080612
C70628573	P108955019	-8.073127
C85252515	P133382402	-8.071510
C72210807	P112191516	-8.071417
C82995805	P129751681	-8.067434
C95636640	P150389147	-8.064993
C11991515	P128707706	-8.063845
C51074732	P76470640	-8.062315
C98178296	P156128865	-8.061110
C83272026	P130167815	-8.060563
C85549993	P133918258	-8.054668
C83872281	P131208497	-8.051389
C82841439	P129491441	-8.049294
C85170204	P133262360	-8.049221
C56659230	P85110673	-8.047213
C62086107	P95267279	-8.046914
C97587580	P154676895	-8.046733
C42450415	P64209324	-8.046258
C96331765	P151982429	-8.045850
C85275828	P133443055	-8.045403
C54433554	P81923854	-8.038330
C39136597	P59287216	-8.036782
C40545288	P61562844	-8.031672
C70125679	P108093639	-8.031232
C49714843	P74276194	-8.026903
C04329332	P05730540	-8.023682
C87111177	P136357235	-8.020723
C37996101	P57098702	-8.019084
C82915762	P129631292	-8.015964
C05783668	P151021902	-8.015865
C50284112	P75224048	-8.015794
C87226357	P136491744	-8.014971
C40449126	P61405934	-8.013945
C04097150	P05160868	-8.013812
C76135993	P118750968	-8.006560
C37730151	P56098300	-8.001313
C03830889	P56794640	-7.999517
C88489803	P138410747	-7.995279
C84132545	P131645543	-7.987916
C71024810	P109615219	-7.987301
C85169106	P133261548	-7.986626
C22113380	P59990568	-7.983137
C85254231	P133394284	-7.982790
C40545676	P61563278	-7.970927
C95660646	P150432542	-7.967765
C20216890	P30117378	-7.963286
C03881806	P04582166	-7.961641
C34519122	P151017257	-7.959362
C16939872	P46811267	-7.958085
C72198462	P112155832	-7.956468
C43115293	P65342176	-7.954172
C48630575	P72706512	-7.952668
C85618496	P134076390	-7.949819
C34321792	P151021124	-7.948439
C34604564	P120599899	-7.945235
C83270613	P130167392	-7.933809
C44509817	P128444641	-7.933377
C70005397	P107943213	-7.932852
C45626663	P120958679	-7.932792
C01719293	P06382694	-7.924835
C72226568	P112212622	-7.922885
C97640698	P154806939	-7.922381
C01529206	P22833959	-7.918371
C69691212	P107337996	-7.909690
C69972231	P107842260	-7.903128
C93934539	P147229462	-7.899636
C86525867	P135471773	-7.897949
C85004499	P133054972	-7.897914
C63135344	P96965078	-7.894786
C54497644	P82017894	-7.893765
C45014850	P67846596	-7.889126
C63169607	P97020609	-7.887203
C82897318	P129593492	-7.884593
C84405759	P132074113	-7.881789
C86434269	P135332511	-7.880523
C63065426	P96833787	-7.877380
C87548480	P136945367	-7.877038
C85353245	P133560517	-7.876863
C86752271	P135821318	-7.876054
C86590475	P135571658	-7.873001
C83746260	P131008103	-7.872380
C91396858	P143009131	-7.870757
C83917955	P131300722	-7.870540
C85544558	P133897552	-7.869942
C20286247	P30221172	-7.867527
C17014094	P25603870	-7.861003
C05829972	P08722974	-7.860413
C70495500	P108751999	-7.857737
C87666342	P137137137	-7.857274
C41167148	P62470687	-7.856044
C87588531	P137003168	-7.855494
C87669204	P137137924	-7.854786
C86827631	P135917923	-7.848613
C86088781	P134832591	-7.846030
C83747697	P131020663	-7.844738
C83758292	P131046739	-7.843823
C19834702	P29491605	-7.840584
C70914375	P109455270	-7.839095
C04904580	P07155831	-7.838428
C85835256	P134409813	-7.836423
C85371966	P133630555	-7.833447
C82450205	P128859289	-7.831261
C85790865	P134349332	-7.829210
C43287284	P65476438	-7.823141
C42029926	P63621323	-7.821774
C88023787	P137677865	-7.821529
C05157121	P07617928	-7.820271
C35679899	P52962559	-7.820206
C78676016	P122779583	-7.815711
C87651822	P137104705	-7.809402
C86072807	P134778184	-7.808569
C39118757	P59262028	-7.800965
C82915766	P129631297	-7.794982
C36778321	P54653683	-7.791349
C85798005	P134352462	-7.786483
C82468597	P128880427	-7.783708
C95922182	P151021485	-7.781434
C05975518	P111279700	-7.774132
C82916931	P129633296	-7.768265
C42040894	P63623732	-7.760225
C85247868	P133396751	-7.758566
L-Cysteine	P10000030	-7.751987
C04544517	P06219504	-7.750793
C69638109	P107234400	-7.745100
C97621240	P154764801	-7.741728
C44197910	P66763191	-7.740320
C88001018	P137647184	-7.737128
C86591349	P135571780	-7.735834
C87968283	P137586203	-7.733126
C82987567	P129755007	-7.732163
C87440497	P136787961	-7.729824
C01081240	P08266848	-7.715485
C51003953	P128525420	-7.710345
C83947683	P131340971	-7.709752
C88061774	P137749499	-7.705167
C38006454	P120930283	-7.704697
C50395723	P75386859	-7.702030
C82055066	P127998912	-7.701791
C84444287	P132137690	-7.700187
C82598966	P129091305	-7.699285
C88062526	P137750046	-7.696921
C67425135	P103549599	-7.695988
C76576824	P119452343	-7.690383
C85353307	P133560752	-7.686887
C39058911	P151021703	-7.685316
C70648394	P108999506	-7.682939
C83572707	P130735775	-7.680161
C26511060	P39122575	-7.675187
C85374462	P133634517	-7.672142
C96551227	P152575900	-7.666156
C42920684	P64883579	-7.665431
C01737540	P23999360	-7.665187
C39113384	P151023224	-7.659316
C13544507	P20855322	-7.656746
C01762927	P05459972	-7.654094
C19202003	P141423228	-7.653782
C26899001	P39653911	-7.653120
C41052378	P62314790	-7.649690
AOC	P10000032	-7.649233
C39941431	P60608793	-7.644332
C85467239	P133776201	-7.643483
C51356228	P76951199	-7.641135
C85189699	P133308478	-7.634612
C40710569	P61812514	-7.633436
C40710778	P61812575	-7.630520
C08681527	P57121907	-7.629077
C08299019	P108959850	-7.628141
C83977188	P131377775	-7.627982
C39060572	P59188184	-7.626152
C85190617	P133299831	-7.624940
C82872757	P129533931	-7.624366
C97666462	P154881391	-7.619503
C86661154	P135662458	-7.619418
C36762383	P54642196	-7.615076
C52833943	P79173630	-7.613964
C04334611	P61785085	-7.609762
C43444164	P128429507	-7.604358
C87580198	P137000610	-7.603640
C82928767	P129631279	-7.603136
C41050725	P62314175	-7.601346
C36915741	P54887083	-7.599899
C82897720	P129591541	-7.596086
C62939634	P96575290	-7.595871
C43016649	P65067557	-7.595654
C17173856	P25815810	-7.591257
5-dithiazole-oppedesano	P10000010	-7.590056
C25174372	P37220313	-7.589222
C91987417	P144000811	-7.583633
C00392817	P06167783	-7.582847
C88001858	P137647862	-7.582401
C90748852	P141950415	-7.566892
C03830888	P56794641	-7.565625
C82987577	P129755020	-7.563675
C86553403	P135506298	-7.559235
C63932433	P98159463	-7.559218
C95922800	P151023651	-7.558792
C82915708	P129631184	-7.556259
C83747622	P131020498	-7.549211
C97665270	P154881341	-7.547601
C83574386	P130729171	-7.546844
C04544532	P06219521	-7.546826
C95636648	P150389150	-7.545087
C37169667	P55272176	-7.538304
C72187999	P112132748	-7.536751
C22062005	P32835722	-7.532946
C85281249	P133458567	-7.523799
C83676414	P130905360	-7.521238
C95922135	P151021417	-7.518790
C95922135	P151020631	-7.518790
C86576571	P135535140	-7.518780
C85085297	P133149947	-7.516559
C54497495	P82014190	-7.514813
C82909345	P129612485	-7.512561
C82906217	P129602072	-7.509797
C95922221	P151020888	-7.505524
C45108172	P67980203	-7.504993
C87121096	P136358264	-7.501954
C44470815	P150394998	-7.501212
C63065286	P128791481	-7.498371
C82576096	P129060985	-7.498057
C28051436	P41316188	-7.496110
cis-3-hydroxyproline	P10000031	-7.493859
C87195299	P148450313	-7.490725
C03830678	P56795441	-7.490094
C87121137	P136358272	-7.488491
C85248143	P133396850	-7.486281
C06317442	P09891162	-7.484088
C87343894	P136653808	-7.473691
C70199674	P108209758	-7.470873
C82410507	P128782165	-7.468289
C43423581	P65690109	-7.461342
C87448493	P136805577	-7.456530
C50973521	P76326569	-7.454753
C82887367	P129564044	-7.453568
C83947682	P131340967	-7.451483
C43376366	P65601864	-7.448455
C56958872	P85524473	-7.447227
C39118751	P59262022	-7.446033
C13887744	P21381985	-7.445364
C39059111	P59177949	-7.444033
C21969276	P32695386	-7.440389
C81922581	P127811112	-7.438376
C36264756	P53889251	-7.436708
C39053465	P59168638	-7.436197
C21519997	P59373064	-7.430424
C22059796	P32818392	-7.427735
C77264475	P120544761	-7.425623
C83945111	P131322502	-7.421742
C85798264	P134352627	-7.420644
C82476686	P128888928	-7.420136
C05510479	P08181956	-7.419691
C85172004	P133262859	-7.417976
C69049229	P106086117	-7.415236
C35644384	P52904168	-7.406687
C98090319	P155911238	-7.404462
C82681682	P129224236	-7.401044
C53129455	P79683186	-7.399168
C42040499	P63626359	-7.393075
C78677401	P122772478	-7.391485
C38433750	P58145099	-7.383474
C85170083	P133262211	-7.381105
C85798425	P134352706	-7.378377
C87971498	P137595737	-7.375037
C39129103	P151026861	-7.370671
C34616736	P51361932	-7.370107
C82774730	P129384350	-7.367766
C82561211	P129033962	-7.365973
C39065565	P59186052	-7.361432
C85170154	P133262288	-7.361054
C63065427	P96833789	-7.360507
C00895050	P05571510	-7.359265
C36326126	P86577449	-7.356219
C84212117	P131816330	-7.355986
C37677234	P56041032	-7.352689
C72197597	P112155099	-7.352546
C82707466	P129264205	-7.351977
C82987538	P129754919	-7.347686
C95627120	P150369225	-7.346280
C98178888	P156130704	-7.344324
C82469324	P128880837	-7.344293
C13542855	P133974200	-7.343045
C74309835	P115824025	-7.340464
C84991419	P133024252	-7.335405
C39059495	P151021494	-7.332268
C50269940	P91555757	-7.318558
C85182506	P133303268	-7.317294
C42528606	P64324269	-7.317224
C85085338	P133149953	-7.315641
C40349624	P61251809	-7.312985
C82899427	P129595484	-7.310102
C82928769	P129631281	-7.305669
C52945694	P79371735	-7.303976
C82882993	P129561702	-7.299294
C82915337	P129630570	-7.298544
C98091800	P155914780	-7.293170
C19260305	P28485389	-7.292947
C16951178	P112299492	-7.292152
C39064009	P59184455	-7.290666
C58003917	P87342442	-7.288699
C85353299	P133560721	-7.287770
C82591648	P129083677	-7.280303
C39134825	P59289426	-7.271220
C50194539	P75082831	-7.269526
C05600631	P89906419	-7.265417
C34538857	P89695694	-7.260240
C85253424	P133383802	-7.259299
C22059726	P32818286	-7.256695
C37751076	P56135865	-7.255179
C01843030	P156189276	-7.250667
C85169846	P133261998	-7.249403
C18140548	P112439822	-7.248038
C87375881	P136703724	-7.239748
C26471307	P39070368	-7.230748
C04293662	P05643503	-7.229031
C82561209	P129033956	-7.227191
C82632200	P129134191	-7.225949
C20443548	P30507208	-7.220697
C49647899	P74165113	-7.217754
C02539687	P23071667	-7.216008
C39134860	P154331472	-7.213627
C70628890	P108955305	-7.209998
C39223588	P59428200	-7.209151
C01391262	P05902105	-7.206212
C40448188	P61401681	-7.204105
C78677402	P122772480	-7.200681
C01529270	P05158732	-7.191553
C87445867	P136802587	-7.190701
C00896178	P50892193	-7.190257
C86007953	P134727430	-7.189457
C85164882	P133260509	-7.172660
C40710779	P61812576	-7.169368
C85082709	P133149090	-7.163167
C85169335	P133261678	-7.154814
C87121135	P136358271	-7.154500
C38282056	P57853697	-7.152246
C00330427	P23897779	-7.145354
C82515868	P128954842	-7.144786
C37468781	P55706687	-7.124822
C83947884	P131328941	-7.121856
C50194441	P75082774	-7.121764
C02558640	P06221219	-7.121607
C04963500	P110855107	-7.118244
C01532575	P57081966	-7.114786
C00039527	P77070026	-7.114752
C84328183	P131958380	-7.114357
C82471531	P128883666	-7.111532
C84117862	P131638256	-7.105984
C05501770	P85200389	-7.104548
C41059448	P62324462	-7.103001
C82915348	P129630587	-7.098516
C01532676	P04873483	-7.096166
C19264076	P28486446	-7.093294
C54404494	P81861931	-7.093139
C01561259	P07945582	-7.090789
C84991571	P133024477	-7.089628
C39060929	P59181285	-7.083956
C49330080	P73697318	-7.081115
C13510329	P20803174	-7.076172
C95923249	P151026232	-7.075204
C20438719	P129507092	-7.073594
C26574468	P151033270	-7.072499
C36850793	P90345064	-7.065687
C74241079	P115716858	-7.063527
C39113937	P59254497	-7.063199
C83691805	P130926493	-7.058440
C36305538	P53957599	-7.057559
C40545286	P61562841	-7.057424
C88067605	P137750906	-7.055465
C82987404	P129754672	-7.055402
C82510425	P128945533	-7.050534
C05190256	P07671255	-7.049983
C78724846	P122853911	-7.049505
C96333752	P151988969	-7.049467
C44464318	P129259292	-7.049130
C39094985	P59234643	-7.039559
C22061920	P32822128	-7.038816
C20974560	P101623439	-7.036632
C08466527	P151295409	-7.032286
C82680771	P129217506	-7.030712
C95881887	P150922172	-7.027632
C82842415	P129491754	-7.026633
C39088366	P59222491	-7.024027
C82515892	P128954846	-7.021518
C59086297	P89572875	-7.017789
C84991573	P133024479	-7.014633
C85798269	P134352633	-7.013556
C04218922	P10279791	-7.012021
C49691658	P74238157	-7.008325
C16382953	P24774798	-7.004940
C58851774	P89082394	-6.991064
C71484901	P110638633	-6.989402
C02508339	P22788107	-6.987045
L-Serine	P10000025	-6.981611
C84386632	P132041144	-6.976516
C82987727	P129755431	-6.966112
C38124694	P57326764	-6.963361
C82915748	P129631253	-6.954111
C85086716	P133135802	-6.950644
C19168263	P28303153	-6.949984
C98234770	P156239239	-6.948442
C40448205	P61401698	-6.927925
C82906542	P129602642	-6.923789
C34264772	P117567526	-6.916683
C09915899	P111277742	-6.916117
C20283868	P153655873	-6.914732
C43514538	P65814456	-6.913760
C44549370	P67231226	-6.908009
C70533423	P108804873	-6.905970
C94992751	P148902415	-6.900825
C95869685	P150893526	-6.886547
C04152201	P05310792	-6.883280
C85182711	P133271188	-6.879652
C01607176	P05730550	-6.874260
C69692471	P107338218	-6.871351
C40750612	P61870376	-6.870368
C54460861	P81945512	-6.869059
C86618100	P135623818	-6.865783
C50586414	P75655837	-6.864861
C87572129	P136980498	-6.862706
C19166970	P53131085	-6.858578
C18717275	P131855685	-6.856084
C83694167	P130926929	-6.850619
C95922804	P151023683	-6.840176
C54497591	P82017880	-6.823283
C03954260	P132242232	-6.822266
C90727446	P141907749	-6.819857
C78677345	P122772396	-6.811953
C82844521	P129492673	-6.800474
C72297334	P112365902	-6.796931
C86331608	P135184026	-6.796495
C44473341	P67172336	-6.791810
C54138565	P81447022	-6.786855
C39088413	P59218791	-6.786237
C37418582	P55631903	-6.782580
C97832325	P155280059	-6.780951
C38803766	P151018888	-6.778010
C49689603	P74238009	-6.772301
Glutamate	-6.770858
C72206524	P112174964	-6.766477
C82575973	P129060922	-6.764926
C90697913	P141866415	-6.756211
C87045598	P136260956	-6.755167
C85184419	P133304798	-6.753784
C36853404	P120837088	-6.745138
C38803740	P58769686	-6.742354
C70184805	P108186127	-6.740990
C98245623	P156263510	-6.740199
C95534816	P150162202	-6.734163
C83812008	P131108696	-6.726677
C14516428	P134522179	-6.722568
C39059147	P59177984	-6.703464
C82596055	P129090670	-6.700847
C19801101	P29402537	-6.685602
C95641616	P150394477	-6.681588
C44469494	P67171936	-6.678020
C37491501	P55758377	-6.676394
C19476287	P28820268	-6.676258
C95532417	P150161681	-6.673085
C39053143	P59168293	-6.670882
C85247316	P133396585	-6.670434
C38643687	P58506679	-6.668707
C38700903	P81224313	-6.665730
C87694178	P137171372	-6.665174
Aspartate	-6.654050
C84249743	P131855991	-6.649095
C38995816	P59081245	-6.640429
C85254253	P133385080	-6.638126
C88062048	P137749640	-6.632781
C04578981	P112129092	-6.625509
C87777191	P137311341	-6.618713
C20286182	P156342109	-6.615612
C19167104	P56654440	-6.614046
C20216428	P30109106	-6.602182
C36264814	P53889379	-6.596905
C39118106	P138006491	-6.595181
C22212436	P33050508	-6.594785
C25629123	P37871821	-6.592890
C31319449	P46145132	-6.589994
C87589505	P137000350	-6.580154
C39135257	P59285826	-6.566125
C39113939	P59254499	-6.560106
C01236370	P12545962	-6.549831
C51004195	P76349427	-6.541239
C95922224	P151021538	-6.537370
C69791155	P107540367	-6.532387
C31992619	P138009253	-6.529094
C95924454	P151032095	-6.516576
C86781265	P135835082	-6.511818
C82410506	P128782164	-6.497247
C38759430	P117559224	-6.496020
C85253675	P133384185	-6.486306
L-Alanine	P10000028	-6.482545
C73738921	P114858598	-6.481986
C82095284	P128109048	-6.468355
C40537714	P61555778	-6.467190
C37225574	P55350836	-6.450163
C54419245	P81887085	-6.446517
C05134886	P141865301	-6.437197
C11536079	P74672762	-6.436945
C45322001	P68287759	-6.420286
C83295839	P130212271	-6.409459
C18739352	P149102511	-6.403411
C70624786	P108953588	-6.396788
C75523971	P117554389	-6.394715
C38251012	P87937981	-6.385814
C39077974	P59214167	-6.384902
C19271336	P28481797	-6.366582
C38362819	P135037319	-6.331713
C20441619	P30506933	-6.324723
C61842909	P94744252	-6.314257
C59366433	P90271539	-6.312152
C38809856	P134917409	-6.306885
C61843660	P128730449	-6.298182
C36437532	P130761434	-6.296794
C84175605	P131725011	-6.293887
C02566799	P150451968	-6.280365
C49587762	P74060572	-6.275924
C39064021	P59184467	-6.265065
C28531649	P41966202	-6.263952
C01049738	P56435885	-6.234980
C12505096	P48658544	-6.232675
C98209915	P156180136	-6.227196
C31992616	P138009250	-6.218736
C82836280	P129486360	-6.208158
C12397092	P150528836	-6.207720
C82916559	P129632711	-6.174845
C19504393	P28890989	-6.156949
C37467081	P55708419	-6.148162
C40228782	P61083036	-6.127182
C35803382	P53143861	-6.109916
C40366517	P61281379	-6.105310
C83267836	P130159078	-6.100659
C36763891	P58578312	-6.098770
C95630366	P150376101	-6.075358
C83755710	P131045930	-6.057894
C95743897	P150595306	-6.020624
C97509079	P154480388	-6.018682
C83651566	P130859537	-6.017746
C31992616	P86628678	-5.996064
C96034658	P151250495	-5.969954
C04775726	P07275946	-5.943260
C39373033	P91080712	-5.925089
C96034659	P151250496	-5.903593
C95748845	P150602305	-5.900903
C86655371	P135660828	-5.899246
C67172119	P103192712	-5.891992
C59493440	P90563089	-5.864996
C20470614	P30514351	-5.860404
C34874693	P90744606	-5.835960
C39053924	P59169126	-5.826470
C39095591	P59227464	-5.799922
C49474201	P73869124	-5.776827
C33505934	P90697611	-5.755917
C95616414	P150349639	-5.712689
C05828092	P128165759	-5.689541
C63060459	P96823620	-5.675445
C36437531	P130761431	-5.672552
C81147639	P126701390	-5.655893
C59506286	P90579909	-5.616812
C83636283	P130840320	-5.602509
C19398103	P28704104	-5.599176
C49474209	P89064106	-5.439018
C82836052	P129489593	-5.353911
C13373498	P134222500	-5.351653
C04692512	P56524089	-5.301157
C91692968	P143547631	-5.288825
C73658704	P114715255	-5.255079
C95616413	P150349637	-5.186793
C01612596	P07653838	-5.112453
C34345807	P79172765	-5.089720
C19168368	P54306310	-5.044052
C34865858	P90661520	-5.040268
C19171869	P28313982	-4.969528
C91692967	P143547969	-4.534045
C95116282	P149156999	-4.244709
C97950844	P155523258	-3.855083
