Title	FRED Chemgauss4 score
C39059111	P59177949	-5.795947
C83747622	P131020498	-5.795188
C85379802	P133639336	-5.792609
C83824098	P131129758	-5.790760
C35904583	P53307746	-5.780983
C36850793	P90345064	-5.778203
C94992751	P148902415	-5.775261
C42450415	P64209324	-5.774343
C38038649	P57193787	-5.772291
C86661154	P135662458	-5.771189
C43705453	P66072042	-5.764691
C79002563	P123337484	-5.764666
C82987727	P129755431	-5.763515
C86062192	P134790942	-5.760518
C71024810	P109615219	-5.758626
C35803382	P53143861	-5.758128
C19472821	P28835153	-5.757557
C05975518	P111279700	-5.756792
C82987538	P129754919	-5.753957
C70368618	P108497256	-5.747039
C31369265	P118184606	-5.745668
C34264772	P117567526	-5.744370
C41167148	P62470687	-5.740929
C38995816	P59081245	-5.740383
C02508339	P22788107	-5.740321
C38034588	P120930303	-5.734859
C05002210	P07335902	-5.734509
C72198462	P112155832	-5.728190
C94238561	P147683886	-5.723399
C63169607	P97020609	-5.721430
C36853506	P90345133	-5.713592
C01561259	P07945582	-5.712708
C84081050	P131584458	-5.708534
C82515868	P128954842	-5.707883
C85253958	P133399080	-5.705670
C48630813	P72706607	-5.702998
C85254253	P133385080	-5.695820
C54504056	P82019658	-5.695432
C83925146	P131294687	-5.693645
C87651822	P137104705	-5.683564
C82410507	P128782165	-5.680664
C40537714	P61555778	-5.680135
C54497495	P82014190	-5.680035
C48841183	P72986091	-5.675623
C87441208	P136788672	-5.669668
C83755710	P131045930	-5.663148
C85798005	P134352462	-5.657812
C72408939	P112633960	-5.655088
C85467239	P133776201	-5.653042
C92783308	P145270525	-5.652873
C54419245	P81887085	-5.647241
C93688486	P146754841	-5.646724
C85184419	P133304798	-5.643984
C37491501	P55758377	-5.643822
C97556105	P154592888	-5.640121
C45108172	P67980203	-5.640121
C82473325	P128885474	-5.638814
C90312751	P141186425	-5.636236
C31992619	P138009253	-5.628736
L-Serine	P10000025	-5.626003
C40448205	P61401698	-5.624562
C85253424	P133383802	-5.624355
C41096691	P62370126	-5.620328
C39050781	P151023628	-5.619160
C39118757	P59262028	-5.617694
C84212117	P131816330	-5.615393
C75523971	P117554389	-5.606134
C86752271	P135821318	-5.604574
C82515892	P128954846	-5.603456
C44509817	P128444641	-5.599905
C93934539	P147229462	-5.595744
C11991515	P128707706	-5.594709
C85170154	P133262288	-5.593418
C48630893	P72706708	-5.587133
C19504393	P28890989	-5.582278
C83572707	P130735775	-5.577149
C04904580	P07155831	-5.576709
C88062048	P137749640	-5.567460
C93934857	P147229780	-5.566366
C39088366	P59222491	-5.553508
C04963500	P110855107	-5.553012
C83267836	P130159078	-5.550375
C42040499	P63626359	-5.547624
C36746501	P54604745	-5.546175
C82576096	P129060985	-5.545782
C85281249	P133458567	-5.544415
C83746311	P131018920	-5.540710
C84405759	P132074113	-5.530736
C87045598	P136260956	-5.528910
C39053143	P59168293	-5.521691
C41059448	P62324462	-5.520933
C78677401	P122772478	-5.520525
C50284112	P75224048	-5.518692
C82906542	P129602642	-5.515667
C63065426	P96833787	-5.515354
C71484901	P110638633	-5.514726
C86088781	P134832591	-5.501137
Aspartate	-5.499593
C94238416	P147693620	-5.489210
C39136597	P59287216	-5.488921
C85164882	P133260509	-5.486988
C35382256	P52512186	-5.475877
C72187999	P112132748	-5.474713
C83691805	P130926493	-5.468377
C90727446	P141907749	-5.467665
C82596055	P129090670	-5.458135
C88061774	P137749499	-5.455087
C69972231	P107842260	-5.449290
C83574386	P130729171	-5.449006
C95641616	P150394477	-5.448478
C95891368	P150946078	-5.446180
C82915748	P129631253	-5.443802
Glutamate	-5.443576
C86829149	P135918289	-5.442881
C84991571	P133024477	-5.442082
C39134825	P59289426	-5.432662
C97373805	P154225540	-5.424325
C78724846	P122853911	-5.420520
C37996101	P57098702	-5.413232
C83746260	P131008103	-5.408463
C44473341	P67172336	-5.403865
C04578981	P112129092	-5.402089
C70648394	P108999506	-5.398149
C85798425	P134352706	-5.397405
C86072807	P134778184	-5.396394
C82469324	P128880837	-5.392651
C86491376	P135426479	-5.382999
C34616736	P51361932	-5.376209
C87195299	P148450313	-5.374494
C49647899	P74165113	-5.368882
C42031446	P63624753	-5.362745
C85253675	P133384185	-5.359153
C19166970	P53131085	-5.356736
C91299939	P142817028	-5.355259
C70948188	P109520132	-5.355022
C43376366	P65601864	-5.353588
C82575973	P129060922	-5.353278
C86331608	P135184026	-5.347559
C38282056	P57853697	-5.344182
C45322001	P68287759	-5.321582
C56659230	P85110673	-5.314571
C95922135	P151021417	-5.313694
C95922135	P151020631	-5.313694
C87121135	P136358271	-5.313513
C82836280	P129486360	-5.308460
C37580833	P55894510	-5.307213
C82906217	P129602072	-5.305076
C40750612	P61870376	-5.304116
C83295839	P130212271	-5.303820
C82915762	P129631292	-5.303221
C95630366	P150376101	-5.302461
C51074732	P76470640	-5.300406
C20417407	P30428796	-5.281033
C87344280	P136645279	-5.279346
C82928767	P129631279	-5.277395
C91502398	P143190438	-5.274277
C94464663	P148063757	-5.270202
C84328183	P131958380	-5.267766
C78677402	P122772480	-5.264516
C20470614	P30514351	-5.257561
C85835256	P134409813	-5.244009
C87589505	P137000350	-5.240549
C48630575	P72706512	-5.240232
C39064021	P59184467	-5.234447
C19202003	P141423228	-5.233769
C08382902	P52268118	-5.232607
C20441619	P30506933	-5.229548
C69232463	P106461500	-5.229214
C85802150	P134355349	-5.224834
C50194539	P75082831	-5.223851
C42973221	P64975400	-5.214837
C11536079	P74672762	-5.211470
C82632200	P129134191	-5.207110
C43287250	P65476418	-5.198016
C91987417	P144000811	-5.194853
C83270613	P130167392	-5.190894
C85172004	P133262859	-5.188608
C82915708	P129631184	-5.183562
C82916559	P129632711	-5.175881
C85353299	P133560721	-5.153923
C86655371	P135660828	-5.152079
C91018745	P142410634	-5.148980
C86451957	P135357207	-5.144907
C90697913	P141866415	-5.143155
C37418582	P55631903	-5.137939
C84444357	P132149567	-5.132871
C18140548	P112439822	-5.128907
C40349624	P61251809	-5.127957
C26471307	P39070368	-5.116567
C14516428	P134522179	-5.115447
C38251012	P87937981	-5.115058
C20216890	P30117378	-5.109611
C94112850	P147484958	-5.108216
C13544507	P20855322	-5.105249
C82842415	P129491754	-5.100708
C31992616	P138009250	-5.100121
C37169667	P55272176	-5.096101
C39113939	P59254499	-5.087515
C95922221	P151020888	-5.086569
C38643687	P58506679	-5.081456
C86590475	P135571658	-5.073533
C84444287	P132137690	-5.067502
C39065281	P59185761	-5.066164
C79002672	P123316451	-5.061412
C39094985	P59234643	-5.060609
C39077974	P59214167	-5.058219
C13510329	P20803174	-5.054766
C05501770	P85200389	-5.054624
C98093000	P155917681	-5.052711
C72226568	P112212622	-5.050427
C52833943	P79173630	-5.047952
C39129103	P151026861	-5.035580
C18717275	P131855685	-5.034985
C95532417	P150161681	-5.026149
C51356228	P76951199	-5.023282
C85353246	P133560523	-5.013504
C44469494	P67171936	-5.010888
C88001858	P137647862	-5.010675
C74309835	P115824025	-4.987138
C70438307	P108611322	-4.983659
C87518688	P136898546	-4.981822
C38433750	P58145099	-4.979681
C39088413	P59218791	-4.977796
C39059495	P151021494	-4.954663
C77257676	P120527372	-4.953794
C44549370	P67231226	-4.947797
C82928769	P129631281	-4.945434
C31992616	P86628678	-4.932005
C52945694	P79371735	-4.930375
C83947884	P131328941	-4.929701
C88023787	P137677865	-4.928314
C82987567	P129755007	-4.927178
C67172119	P103192712	-4.916868
C59366433	P90271539	-4.916331
C70588816	P108883946	-4.915731
C44464318	P129259292	-4.914869
C85542475	P133883331	-4.912057
C39113937	P59254497	-4.893849
C37440376	P55674866	-4.893117
C36946826	P54931962	-4.882302
C82510425	P128945533	-4.869052
C93361256	P146174107	-4.866342
C82987404	P129754672	-4.858070
C37467081	P55708419	-4.844673
C01236370	P12545962	-4.836904
C82432959	P128823808	-4.834321
C83917955	P131300722	-4.833374
C82471531	P128883666	-4.831386
C70294142	P108366885	-4.831160
C37730086	P56098235	-4.819941
C54404494	P81861931	-4.807038
C86313331	P135162295	-4.806774
C98178888	P156130704	-4.799494
C87229336	P136499715	-4.789202
C91548579	P143269050	-4.785349
C82844521	P129492673	-4.769636
C31319449	P46145132	-4.765483
C59493440	P90563089	-4.762777
C95636640	P150389147	-4.751766
C85086716	P133135802	-4.751005
C43423581	P65690109	-4.743698
C73658704	P114715255	-4.742446
C34874693	P90744606	-4.740604
C33505934	P90697611	-4.727871
C04218922	P10279791	-4.700671
C39065565	P59186052	-4.696015
C86106023	P134821924	-4.695007
C70533423	P108804873	-4.693427
C82055066	P127998912	-4.687239
C34321792	P151021124	-4.684278
C43232489	P65406561	-4.671261
C87588531	P137003168	-4.671069
C85085338	P133149953	-4.666442
C84249743	P131855991	-4.663086
C13542855	P133974200	-4.662045
C85082709	P133149090	-4.656471
C85134048	P133209822	-4.646575
C95046220	P149005380	-4.645566
C61843867	P94755243	-4.641667
C96034658	P151250495	-4.639244
C80937149	P126379197	-4.627727
C39134860	P154331472	-4.616014
C43515613	P65814635	-4.614470
C40228782	P61083036	-4.612890
C19476287	P28820268	-4.599799
TFB-TBOA	-4.598977
C82476675	P128888917	-4.591267
C69049229	P106086117	-4.588240
C85798269	P134352633	-4.586339
C36437531	P130761431	-4.585805
C17014094	P25603870	-4.575426
C85085297	P133149947	-4.564914
C03954260	P132242232	-4.559263
C50194441	P75082774	-4.553346
C85618496	P134076390	-4.547036
C01391262	P05902105	-4.521233
C36437532	P130761434	-4.515204
C93751937	P146891062	-4.507080
C79001101	P123335886	-4.480551
C42040577	P63623457	-4.480037
C16939872	P46811267	-4.479687
C96034659	P151250496	-4.470209
C01607176	P05730550	-4.468793
C95923249	P151026232	-4.459911
C71266836	P110163305	-4.456707
C85798264	P134352627	-4.449465
C83747697	P131020663	-4.435955
C70624786	P108953588	-4.394122
C38809856	P134917409	-4.385495
C98209915	P156180136	-4.375063
C83636283	P130840320	-4.374659
C38803766	P151018888	-4.340394
C73738921	P114858598	-4.325347
C86576571	P135535140	-4.320838
C63060459	P96823620	-4.296253
C40261514	P61120112	-4.282209
C04152201	P05310792	-4.276404
C37225574	P55350836	-4.270088
C28531649	P41966202	-4.255511
C95922804	P151023683	-4.244073
C92775311	P145220810	-4.227007
C28051436	P41316188	-4.225118
C01612596	P07653838	-4.220562
C19167104	P56654440	-4.213113
C36853404	P120837088	-4.206810
C85182711	P133271188	-4.201084
C58851774	P89082394	-4.198730
C87513557	P136883589	-4.181633
C16382953	P24774798	-4.160740
C18739352	P149102511	-4.145757
C85836742	P134413409	-4.145527
C20286182	P156342109	-4.136510
C61698444	P94503117	-4.133948
C82161598	P128260631	-4.133371
C08466527	P151295409	-4.116746
C40448188	P61401681	-4.087789
C72197597	P112155099	-4.086218
C70277932	P108339420	-4.044973
C43258832	P65426456	-4.041480
C12397092	P150528836	-4.011681
C59506286	P90579909	-4.005735
C83651566	P130859537	-4.004433
C71297163	P110220857	-4.003293
C87395422	P136737161	-3.988235
C82476686	P128888928	-3.969177
C39053465	P59168638	-3.967474
C85169846	P133261998	-3.954033
C19519414	P150995912	-3.927066
C02278807	P06824920	-3.905125
C54497591	P82017880	-3.891195
C85169106	P133261548	-3.883475
C75108405	P116956145	-3.857958
C84132545	P131645543	-3.843339
C72297334	P112365902	-3.840572
C00330427	P23897779	-3.829604
C82515433	P128953608	-3.819798
C85169335	P133261678	-3.816388
C87213202	P136472540	-3.809499
C87445867	P136802587	-3.795446
C92852498	P145382574	-3.783439
C49587762	P74060572	-3.774766
C91671606	P143506820	-3.768459
C20283868	P153655873	-3.759507
C43016649	P65067557	-3.725296
C02566799	P150451968	-3.670762
C20216428	P30109106	-3.630261
C93825618	P147013249	-3.626354
C62209210	P95475553	-3.619543
C89491263	P139889590	-3.614754
C93829841	P147036827	-3.608162
C01719293	P06382694	-3.597679
C97617202	P154726500	-3.597031
C74241079	P115716858	-3.568655
C50586414	P75655837	-3.563572
C98234770	P156239239	-3.552259
C77727057	P121295132	-3.546566
C95023555	P148959325	-3.527208
C04775726	P07275946	-3.509376
C87303022	P136588315	-3.503375
C39118106	P138006491	-3.477001
C05190256	P07671255	-3.450723
C87448493	P136805577	-3.448010
C97647104	P154815275	-3.412686
C84211952	P131773227	-3.381192
C34797558	P51637068	-3.366788
C42613227	P89359521	-3.340849
C94465098	P148064370	-3.336731
C39373033	P91080712	-3.328862
C43514538	P65814456	-3.281836
C85182506	P133303268	-3.267126
C94940105	P148828684	-3.255327
C14232203	P106215939	-3.215938
C39135257	P59285826	-3.206639
C65150707	P100121503	-3.204902
C44137234	P110141035	-3.162725
C18310963	P151024905	-3.139009
C97135058	P153777836	-3.126465
C97905000	P155397495	-3.112970
C70199674	P108209758	-3.098800
C54956955	P82741422	-3.001882
C39064009	P59184455	-2.907925
C03640326	P46473025	-2.878633
C78452166	P122388941	-2.873382
C34865858	P90661520	-2.856662
C70184805	P108186127	-2.850474
C13373498	P134222500	-2.757497
C93756940	P146892601	-2.619681
C90748852	P141950415	-2.618820
C56958872	P85524473	-2.612038
C39223588	P59428200	-2.503087
C91396858	P143009131	-2.502109
C36778321	P54653683	-2.442315
C86781265	P135835082	-2.404837
C39941818	P60607622	-2.282511
C05828092	P128165759	-2.249980
C50392648	P75365168	-2.191629
C71025116	P109616447	-2.149509
C91671604	P143506818	-1.996036
C73602805	P114608525	-1.969118
C97715332	P155012524	-1.877298
C96333752	P151988969	-1.873136
C97776773	P155157615	-1.766306
C49474209	P89064106	-1.629316
C01737540	P23999360	-1.544438
C94090296	P147458364	-1.508601
C36736142	P54592016	-1.497407
C00386377	P06593472	-1.454360
C36326126	P86577449	-1.365852
C97361815	P154194864	-1.307151
C97776743	P155157585	-1.161975
C40449126	P61405934	-0.468225
C93828570	P147036134	-0.356379
C53134864	P79655074	-0.102690
C93827756	P147015387	0.280571
C57315525	P86042858	1.646650
C38759430	P117559224	2.654736
